Unnamed: 0,0
yogurt,2.2466658067064474e-06
airplane,2.571998663590892e-06
esthetic,2.4982477693040294e-06
aging,1.7592016810309954e-06
aluminum,1.8467743731552826e-05
amortization,0.00010237428079695144
amortize,4.8876386845565055e-06
analog,5.147356830819693e-06
analyze,2.0804225373132987e-05
annex,8.509671517623469e-06
apologize,9.27119722225245e-06
armor,1.318324375070291e-06
artifact,2.3904119851653296e-06
authorization,4.714922709708423e-05
authorize,3.1651399962834125e-05
authorized,6.574023467527793e-06
ax,2.4512399079983027e-05
behavior,4.256036875658441e-05
behavioral,3.384713134568492e-06
caliber,2.5170611226738056e-06
cancelation,1.0669703865368126e-05
capitalize,1.3724195491394463e-05
carcass,1.672320710822605e-06
catalog,4.451888307664039e-06
categorize,1.0145825672895473e-05
centimeter,1.8293973788686063e-06
centralized,4.143679199306464e-06
center,0.00021717727008916453
centerpiece,8.756301375487933e-07
characterization,1.229172721321626e-06
characterize,8.387008308460798e-06
chili,2.480946487904817e-06
civilization,3.0425222543221475e-06
color,4.276738614729257e-05
colored,2.2629527119028485e-06
colorful,3.7847077206897546e-06
connection,0.0001153459589054415
cozy,1.4261839103318638e-06
councilor,1.598954286104915e-05
counseling,4.754506311797634e-06
counselor,2.8910704227595368e-06
criticize,3.0853979930716207e-05
customize,9.521763816389758e-06
defense,6.331598817000401e-05
dispatch,3.988890411971908e-06
dialog,1.7982052763079057e-05
digitize,1.6933928424284905e-06
disk,0.00016432405349374284
draft,5.9203197221056254e-05
emphasize,1.215360270007561e-05
endeavor,5.567118805508389e-06
energize,1.0660962181219345e-06
enroll,7.853605344236112e-06
favor,2.4007728735885488e-05
favorable,0.00018538174707302368
favorably,0.00011419581743480278
favorite,2.7058739688168813e-05
fertilizer,9.633993399962265e-06
fiber,3.807915647905541e-05
finalize,1.4427059463768474e-05
flavor,9.930773494276667e-06
fulfill,2.1828009321426113e-05
fulfillment,5.799452778447072e-06
galvanize,8.590618350407329e-07
gage,3.4717495048260237e-06
glamor,7.621633095144561e-07
globalization,2.492905871901248e-06
gram,3.1932330623442664e-06
gray,7.534106606340695e-06
harbor,1.93067682901194e-05
honor,3.4550331474728294e-05
honorable,1.4615617593645077e-06
honored,1.0120661587532716e-06
hospitalization,1.859352748223796e-06
hospitalize,4.873984326194453e-06
humor,3.422880993624646e-06
immunization,1.6436328393458442e-06
install,4.066474495812948e-05
installment,1.4264584069890738e-05
instill,1.1844582233164585e-06
jeopardize,2.1068029068600832e-06
jewelry,6.7294573103839855e-06
judgment,1.5054565821814582e-05
kilogram,4.6415370298078745e-06
kilometer,2.050019067841642e-05
labeling,1.9860444905309545e-06
labor,5.164487340267483e-05
legalize,1.520869209960662e-06
leukemia,2.9646698312528263e-06
license,6.508788328170928e-05
licensed,3.1817338491894485e-06
licensing,1.2871591028470118e-05
liter,2.6834188124263872e-05
localize,2.0469824726634415e-06
maneuver,2.333213720001765e-06
marvelous,7.397933409569095e-07
materialize,3.2031789726287463e-06
maximize,1.0994876167429699e-05
medieval,2.593427350046797e-06
meter,6.0999257953823005e-05
millimeter,1.8124284587921392e-06
minimize,1.304660799328969e-05
mobilize,5.339919665428043e-06
modeling,5.520216381882152e-06
modernization,1.0779151067415992e-05
modernize,7.140962634677948e-06
mold,8.583753400102762e-06
molding,3.484508673727262e-06
neighbor,1.8437734098566105e-05
neighborhood,1.3738155963328836e-05
neighboring,1.1362701949935558e-05
normalize,3.387959160214287e-06
odor,1.287707585924272e-06
offense,2.5940085159751262e-05
optimization,1.0725308683990175e-05
optimize,1.7630438516279406e-05
organization,0.0001469413411290437
organizational,9.04612717084998e-06
organize,5.766129934689225e-05
organized,3.7070418753154823e-06
organizer,2.250993980125259e-05
orthopedic,3.23868263744705e-06
pediatric,3.996775650143961e-06
pedophile,6.693746263848567e-07
panelist,1.151798231492947e-06
penalize,1.4976109862437125e-06
personalize,2.902880256102253e-06
personalized,6.213943035004314e-06
plow,1.8239915562647604e-06
practice,8.240923411932445e-05
prioritize,7.775325286077326e-06
privatization,3.392290654655401e-06
program,0.0005505495134079595
publicize,1.5422257581664889e-06
realization,4.058059852837547e-06
realize,4.500594335651405e-05
recognizable,1.2597811502656274e-06
recognize,7.421667193153376e-05
reflection,6.337140482955364e-06
reorganization,7.589150857184711e-06
revitalize,1.6690122115583529e-06
revolutionize,3.050856300226357e-06
rumor,5.6868906777756015e-06
savor,8.26528738353417e-07
savory,2.129214967448628e-06
skeptical,2.0555332272835616e-06
scrutinize,3.373639248182028e-06
socialize,1.5090029453796172e-06
specialize,5.8004850120481364e-05
specialized,1.6807156339157606e-05
stabilization,7.7085092962953e-06
stabilize,7.162851678090582e-06
standardization,2.2764354812702317e-06
standardize,1.6287401727680647e-06
standardized,2.8625664026086036e-06
subsidize,3.0326533332856367e-06
sulfate,1.2144301061845692e-06
sulfide,1.0074916390009575e-06
sulfur,3.052350416311999e-06
summarize,3.94219042261543e-06
synchronization,1.8171969119265546e-06
theater,2.4015771168981154e-05
ton,5.541304185996605e-05
traveler,1.0673285350861395e-05
tumor,1.1736611428670343e-05
tire,1.6585242879049014e-05
unauthorized,3.0713234357724696e-06
unfavorable,0.0002103005817271324
unfavorably,0.00027422162004987814
unrivaled,1.2934134020342666e-06
utilization,1.3514363807746752e-05
utilize,1.839892227135251e-05
vapor,1.1281115831309105e-06
visualization,3.1042751367185902e-06
visualize,1.2781059313827284e-06
wagon,2.2328872172332953e-06
ab,1.0494867705138205e-05
ability,5.22312044506584e-05
able,0.00014648587970709893
about,0.0007954985874482732
above,0.0004763208630927841
absolute,1.1162743861117464e-05
absolutely,1.674847596128089e-05
abuse,5.05108532287352e-05
academic,2.5657831953273317e-05
accelerate,7.619689104698301e-05
acceleration,5.7872370478575485e-06
accept,7.082801475894876e-05
acceptance,1.9997102063285488e-05
